is General Freight Trucking Industry,is Offices of Lawyers and Notaries,is Other Financial Intermediaries n.e.c.,is Investment Companies,is Conventional Crude Oil and Natural Gas Industry,is Gas and Oil Pipelines,is Other Service Industries Incidental to Crude Petroleum and Natural Gas,is Other Real Estate Operators,"is Estate, Trust and Agency Funds",is Holding Companies,count_txn_below_threshold_frequency,max_transaction_frequency_90d,transaction_frequency_90d,n_txn_total,cv_amt_emt,mean_amt_emt,median_hold_time_funds,max_channel_share,business_age,transaction_same_amount_frequency_90d,n_txn_cheque,transaction_ecommerce_ratio,days_since_last_transaction,channel_debit_volume,transaction_round_amount_frequency_90d,transaction_frequency_7d,incoming_volume_7d,std_amt_card,transaction_volume_90d,sum_amt_total,channel_credit_volume,cv_amt_eft,sales,employee_count,std_amt_wire,n_txn_wu,sum_amt_abm,label
0,0,0,0,0,0,0,0,0,1,0.0,6,113,116,0.0,0.0,24.0,1.0,1827,0.0,116,0.0,1,182105.48,0.0,4,454.66,0.0,700145.03,848385.92,518039.55,0.0,,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,18,20,1.238559327,1815.5425,47.71694444,0.848555585,1873,0.0,1,0.016574855,11,1337.96,0.055555556,0,0.0,206.2643372,57014.52,57032.08,55676.56,2.185983837,118198.0,,0.0,0,210.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,3,36,36,0.109637349,228.635,58.44083333,0.953122101,4007,0.055555556,0,0.005564029,2,5601.98,0.055555556,1,0.0,499.2664383,9754.49,9754.49,4152.51,0.0,28622.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,3,17,17,0.0,442.32,240.0,0.791295456,1176,0.0,4,0.0,0,942.03,0.058823529,3,3492.33,74.85812111,44801.66,44801.66,43859.63,2.025065512,,5.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,6,6,0.0,0.0,480.0,1.0,16781,0.0,6,0.0,7,3095.6,0.0,0,0.0,0.0,4870.72,4870.72,1775.12,0.0,176437.0,,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.019607843,3,51,52,0.0,0.0,35.15583333,0.861992538,7094,0.0,25,0.094540574,1,61291.53,0.078431373,3,278.3,292.1537244,168778.54,168955.14,107487.01,0.0,322873.0,2.0,0.0,0,18320.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,0.0,0.0,1.0,4982,0.0,0,0.0,42,0.0,0.0,0,0.0,0.0,216.67,216.67,216.67,0.0,167004.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,1,0.0,1,2,3,1.330967529,502.63,0.0,1.0,616,0.0,0,0.0,60,103.44,0.0,0,0.0,0.0,232.93,1507.89,129.49,0.0,0.0,0.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,9,9,0.0,0.0,349.9126389,1.0,6271,0.0,0,0.0,11,247694.8,0.0,0,0.0,0.0,268846.09,268846.09,21151.29,2.71779506,1579739.0,6.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,2,2,0.0,0.0,0.0,0.956056994,8769,0.0,1,0.0,41,2621.35,0.0,0,0.0,0.0,2621.35,2621.35,0.0,0.0,152536.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,1,0.0,1,6,6,0.0,0.0,192.0,1.0,11077,0.0,6,0.0,5,4269.78,0.0,1,3655.49,0.0,9640.68,9640.68,5370.9,0.0,25285.0,2.0,0.0,0,0.0,0.0
0,1,0,0,0,0,0,0,0,0,0.0,3,31,31,0.964877348,584.8625,20.31069444,0.651200584,73,0.096774194,0,0.069253841,17,5269.77,0.096774194,0,0.0,174.0122573,6707.15,6707.15,1437.38,0.0,0.0,1.0,0.0,0,0.0,1.0
0,0,0,0,0,0,0,0,0,0,0.0,2,21,22,0.155317002,2352.91,84.0,0.489193193,6491,0.0,10,0.059783411,4,11634.34,0.095238095,1,0.0,68.8616773,38318.62,46389.28,26684.28,0.0,282272.0,2.0,4298.799108,0,2171.29,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,6,6,0.0,0.0,348.0,1.0,5271,0.0,6,0.0,26,3016.05,0.0,0,0.0,0.0,4520.89,4520.89,1504.84,0.0,46564.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,0.0,0.0,1.0,8533,0.0,0,0.0,75,63.75,0.0,0,0.0,0.0,63.75,63.75,0.0,0.0,183310.0,1.0,0.0,0,0.0,0.0
0,1,0,0,0,0,0,0,0,0,0.0,4,19,19,1.671598075,1233.3475,125.3583333,0.796972755,5581,0.0,14,0.0,7,14798.16,0.0,0,0.0,0.0,24325.75,24325.75,9527.59,0.0,70156.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,12,12,0.0,0.0,102.6956944,0.802409783,6433,0.166666667,4,0.0,20,10290.01,0.25,0,0.0,0.0,48860.01,48860.01,38570.0,0.0,113494.0,1.0,0.0,0,39205.75,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,2,2,0.0,1078.21,38.0175,0.707050769,10740,0.0,0,0.0,61,446.73,0.0,0,0.0,0.0,1524.94,1524.94,1078.21,0.0,128362.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,6,156,160,0.0,0.0,9.636666667,0.986667659,15633,0.025641026,1,0.257530547,0,53684.39,0.025641026,12,3108.97,1605.802968,66813.2,67479.52,13128.81,0.0,601275.0,15.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,2,2,0.0,0.0,0.0,1.0,6268,0.0,2,0.0,33,2589.73,0.0,0,0.0,0.0,3754.31,3754.31,1164.58,0.0,,2.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,3,10,10,0.0,0.0,384.4619444,0.498025706,11640,0.0,5,0.0,1,449.37,0.1,3,0.0,82.93468454,10327.74,10327.74,9878.37,0.0,54987.0,1.0,0.0,0,4800.0,0.0
0,0,0,0,0,0,0,0,0,0,0.029411765,3,34,35,0.0,0.0,108.0,0.999493058,3013,0.0,34,0.0,1,41007.55,0.0,3,0.0,0.0,85038.19,90444.28,44030.64,0.0,,0.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,9,9,0.0,0.0,154.0444444,1.0,281,0.0,0,0.0,7,4804.93,0.0,0,0.0,0.0,15343.41,15343.41,10538.48,1.883636625,,,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,17,17,1.172623828,484.4433333,152.3427778,0.788939944,114,0.0,0,0.007138479,5,4640.81,0.0,1,0.0,414.4201955,6885.86,6885.86,2245.05,0.0,0.0,,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,12,13,0.0,0.0,127.2858333,0.505742558,4163,0.0,3,0.0,12,23700.36,0.0,0,0.0,668.7250251,36683.71,42092.74,12983.35,1.249589615,,5.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,10,11,0.0,0.0,48.0,0.650235364,11112,0.0,6,0.0,13,6793.34,0.0,0,0.0,0.0,9958.09,9963.3,3164.75,0.909500733,40177.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,9,9,0.0,0.0,0.0,0.875356651,13791,0.0,1,0.90080851,1,1436.98,0.0,1,0.0,217.2401733,1436.98,1436.98,0.0,0.0,23233.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,18,19,0.0,0.0,160.9791667,1.0,3698,0.0,0,0.0,1,27848.1,0.0,2,10395.44,0.0,58280.99,58379.16,30432.89,1.730974885,91547.0,2.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,1,0.0,2,13,13,0.0,0.0,86.305,0.909559638,6978,0.0,7,0.0,0,41185.85,0.0,2,48.44,0.0,98616.7,98616.7,57430.85,1.079150661,,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,13,360,374,1.446795006,919.1914912,7.631111111,0.632789094,3070,0.038888889,2,0.159943808,0,120129.32,0.016666667,28,1659.05,495.0670459,159427.6,165596.77,39298.28,0.921203625,,6.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,18,18,1.218991313,419.4245455,123.0822222,0.683848767,5409,0.0,1,0.0,1,22413.99,0.0,1,3887.04,0.0,28156.24,28156.24,5742.25,1.290916566,142267.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,13,13,0.0,0.0,192.9266667,1.0,507,0.0,0,0.0,5,4373.62,0.0,1,16109.94,0.0,23860.55,23860.55,19486.93,2.36015282,0.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,3,66,70,1.262717741,754.151,48.45222222,1.0,6646,0.0,0,0.0,1,28224.95,0.0,3,317.75,0.0,50134.72,52790.57,21909.77,0.0,124250.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,6,71,73,1.288854505,1170.069615,24.68763889,0.624611829,3864,0.0,32,0.407319836,1,182683.5,0.0,4,3218.45,28.73920601,234844.6,236525.78,52161.1,1.582825811,509282.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,341.46,0.0,1.0,468,0.0,0,0.0,44,0.0,0.0,0,0.0,0.0,341.46,341.46,341.46,0.0,0.0,,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,11,11,0.0,0.0,178.1591667,0.981057103,2950,0.0,2,0.0,1,23306.41,0.0,1,0.0,0.0,25435.92,25435.92,2129.51,2.070092523,261478.0,,0.0,0,0.0,0.0
0,0,0,0,0,0,0,1,0,0,0.020408163,4,49,51,0.0,0.0,33.02777778,0.73000984,380,0.0,27,0.0,0,210051.64,0.0,3,225.67,0.0,229789.8,247210.38,19738.16,4.349445978,,2.0,0.0,0,0.0,1.0
0,0,0,0,0,0,0,0,0,0,0.0,2,37,38,0.0,0.0,42.865,0.988104615,3739,0.054054054,0,0.183724298,2,5862.83,0.027027027,4,0.0,333.6144251,7737.04,7756.79,1874.21,0.0,273123.0,1.0,0.0,0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0.0,1,22,23,0.761508197,1140.31,134.52625,0.91996376,5808,0.0,1,0.0,1,25806.17,0.0,2,287.45,0.0,39319.67,39370.79,13513.5,2.499347806,1249220.0,15.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,26,28,1.195889625,837.3236364,69.91027778,0.630600259,2141,0.0,1,0.019151052,8,9787.12,0.0,0,0.0,126.9543496,14415.52,14606.02,4628.4,1.382095554,1040493.0,1.0,0.0,0,0.0,0.0
0,1,0,0,0,0,0,0,0,0,0.0,3,44,45,0.0,0.0,37.53111111,0.902114038,11960,0.0,12,0.044126337,4,10032.03,0.022727273,1,0.0,117.6137002,53216.98,53250.23,43184.95,1.016302942,262509.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,3,43,43,0.963525991,780.4878788,51.70638889,0.469554035,4043,0.0,8,0.0,3,46398.66,0.0,5,919.06,0.0,54852.26,54852.26,8453.6,1.281431686,704529.0,2.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,2,2,0.0,209.31,0.0,0.518218437,0,0.0,1,0.0,34,434.45,0.0,0,0.0,0.0,434.45,434.45,0.0,0.0,270662.0,3.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,16,16,0.0,0.0,159.6566667,0.725560275,2186,0.0,4,0.0,7,5059.68,0.0,0,0.0,0.0,14501.8,14501.8,9442.12,2.365840175,553571.0,2.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,1,0.009345794,5,107,111,0.0,0.0,24.0,0.99292718,1732,0.0,107,0.0,0,378221.2,0.0,6,2406.75,0.0,586625.06,593911.63,208403.86,1.144153533,2225015.0,5.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,4,45,48,1.563277981,403.2375,96.0,0.608676938,4661,0.0,28,0.0,0,84631.31,0.0,6,3698.63,0.0,160900.7,174296.04,76269.39,1.49728122,,2.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,11,11,0.0,0.0,97.3425,0.725615166,5417,0.0,1,0.46976989,13,5121.81,0.0,0,0.0,713.7224153,18666.52,18666.52,13544.71,0.0,330934.0,1.0,0.0,0,1036.81,0.0
0,0,0,0,0,0,0,0,0,0,0.0,3,34,35,1.008141574,1502.461818,98.23583333,0.802220009,7370,0.0,21,0.0,0,34922.22,0.0,1,0.0,0.0,87349.96,88952.78,52427.74,0.83925328,258955.0,2.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,3,35,37,1.0768163,209.845,61.92902778,0.674319515,6567,0.0,28,0.0,0,36367.92,0.0,3,0.0,0.0,88939.86,112526.3,52571.94,1.696044009,391067.0,6.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.005882353,7,170,181,0.0,0.0,45.27666667,0.721609403,9902,0.0,17,0.0,0,242506.06,0.0,15,16346.3,0.0,553297.1,588135.67,310791.04,2.343947244,0.0,,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,5,87,89,1.221475215,1173.882308,18.10361111,0.324046206,15370,0.0,4,0.014927582,1,25231.64,0.011494253,5,1136.31,563.2226595,42098.05,47093.5,16866.41,0.0,282804.0,2.0,0.0,0,10423.04,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,11,11,0.719038416,536.4842857,91.09791667,0.907886885,374,0.0,0,0.0,0,4446.66,0.0,1,300.01,0.0,40769.33,40769.33,36322.67,1.843390432,0.0,0.0,0.0,0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0.0,4,69,69,0.0,0.0,37.99069444,0.982173548,0,0.0,60,0.0,1,76481.69,0.0,4,681.71,0.0,199841.22,199841.22,123359.53,1.505496917,488577.0,3.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,2,2,0.0,0.0,527.3330556,0.795948903,12045,0.0,1,1.0,43,109.1,0.0,0,0.0,0.0,534.67,534.67,425.57,0.0,0.0,0.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,7,115,118,1.210968858,813.2574576,24.0,0.365466513,1953,0.0,44,0.0,0,48853.35,0.0,9,9007.01,72.85637401,184039.35,186268.42,135186.0,1.444410415,555798.0,4.0,9139.655571,0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0.00952381,6,105,106,1.478419031,969.3404545,63.01333333,0.744846566,11579,0.0,0,0.753725563,0,111702.81,0.019047619,7,2117.19,118.6121735,170794.59,172342.38,59091.78,1.747579031,244909.0,4.300996935,0.0,0,1000.0,0.0
0,0,0,0,0,0,0,0,0,1,0.011363636,3,88,92,2.091644105,1042.979231,24.07736111,0.493097844,7917,0.0,5,0.162034403,0,24583.11,0.011363636,5,5526.22,273.0055981,49333.89,51969.99,24750.78,1.83756805,540611.0,,0.0,0,1810.0,1.0
0,0,0,0,0,0,0,0,0,1,0.02739726,7,73,74,1.370404878,3801.113333,48.0,0.956435879,3389,0.0,71,0.0,0,105541.74,0.0,9,3585.89,0.0,260770.29,261759.9,155228.55,0.0,1007417.0,1.0,0.0,0,0.0,1.0
0,0,0,0,0,0,0,0,0,0,0.071428571,3,14,14,0.0,0.0,120.0,1.0,2667,0.0,14,0.0,13,17734.37,0.0,0,0.0,0.0,89266.62,89266.62,71532.25,0.0,,,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,28,30,0.0,0.0,142.7341667,1.0,7045,0.0,0,0.0,1,30602.04,0.0,2,264.11,0.0,53102.84,59193.24,22500.8,2.503744803,144832.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.011627907,4,86,90,0.0,0.0,19.30263889,0.884315685,5765,0.0,40,0.141304639,1,119316.46,0.0,8,0.0,350.3216647,142165.15,145861.52,22848.69,0.0,698983.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,14,14,1.634817348,1091.691667,360.0,0.690660382,3505,0.0,4,0.155324138,13,8251.17,0.0,0,0.0,98.55745685,23829.99,23829.99,15578.82,0.0,,1.0,0.0,0,493.0,0.0
0,0,0,0,0,0,0,0,0,0,0.03125,2,32,32,2.616887981,889.1064706,122.7727778,0.539212949,9962,0.0,2,0.0,0,14675.71,0.0625,2,8433.04,0.0,34138.85,34138.85,19463.14,0.0,100093.0,2.0,0.0,0,18408.11,0.0
1,0,0,0,0,0,0,0,0,0,0.0,1,1,1,0.0,0.0,0.0,1.0,1710,0.0,0,1.0,13,90.87,0.0,0,0.0,0.0,90.87,90.87,0.0,0.0,17699.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,1,0.0,2,12,12,0.0,0.0,288.1186111,1.0,4306,0.0,0,0.0,7,4307.75,0.0,0,0.0,0.0,13324.24,13324.24,9016.49,1.094821437,0.0,0.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.076923077,2,13,15,0.900895217,1450.626,87.43236111,0.383137402,6041,0.0,0,0.0,0,9400.2,0.0,2,350.36,0.0,21206.62,27289.27,11806.42,1.416149324,133625.0,2.0,0.0,0,9550.0,0.0
0,0,0,0,0,0,1,0,0,0,0.015384615,4,65,66,0.0,0.0,36.0,0.970145799,1252,0.0,38,0.015442776,1,113071.61,0.015384615,2,0.0,255.628607,161233.01,161656.31,48161.4,1.110041194,638801.0,2.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,7,7,0.0,0.0,144.0,0.857393933,3976,0.0,4,0.0,4,3241.19,0.0,1,0.0,135.9129944,3698.37,3698.37,457.18,0.0,64463.0,2.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,1,0.0,1,4,4,0.0,0.0,299.4858333,1.0,8380,0.0,0,0.0,1,0.08,0.0,1,977.24,0.0,7444.91,7444.91,7444.83,1.517814835,0.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,3,36,39,1.086916599,1232.213333,25.8875,0.588609323,885,0.0,0,0.189448152,1,11448.18,0.0,2,3624.69,838.4324859,21326.29,21645.07,9878.11,1.661232589,226010.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,3,3,0.0,0.0,768.0,1.0,4824,0.0,3,0.0,14,718.32,0.0,0,0.0,0.0,772.38,772.38,54.06,0.0,0.0,0.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,1,0.0,2,9,10,0.0,0.0,401.0925,1.0,11056,0.0,0,0.0,5,3649.26,0.0,1,26123.55,0.0,41083.46,41554.43,37434.2,1.947907854,0.0,,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,6,6,0.0,0.0,0.0,1.0,6596,0.0,0,0.186984418,4,545.5,0.0,1,0.0,137.6922606,545.5,545.5,0.0,0.0,52917.0,0.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.00330033,10,303,316,1.385796646,675.4717037,9.641388889,0.678572736,10215,0.01320132,69,0.06929499,0,324710.08,0.00660066,20,11912.66,232.3037054,530853.91,535040.86,206143.83,1.502520301,3245510.0,15.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.00990099,4,101,104,1.190833642,780.7693976,42.36694444,0.627564738,5333,0.0,20,0.0,0,38387.52,0.0,8,4909.79,0.0,173022.44,175638.31,134634.92,0.0,,3.0,0.0,0,0.0,0.0
0,1,0,0,0,0,0,0,0,0,0.0625,2,16,18,0.0,0.0,252.0,1.0,1222,0.0,18,0.0,0,38810.22,0.0,3,0.0,0.0,52173.98,53713.11,13363.76,0.0,1.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.012195122,4,82,87,0.0,0.0,36.0,0.990697363,1023,0.0,82,0.0,0,218549.9,0.0,10,29812.26,0.0,353729.6,364850.3,135179.7,0.809755019,,4.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,1,0.0,3,20,20,0.0,0.0,173.6513889,0.996919655,7510,0.0,1,0.0,1,21996.65,0.0,1,457.03,0.0,48471.84,48471.84,26475.19,2.217089708,,2.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,1,0.0,1,3,3,0.0,0.0,0.0,1.0,4196,0.0,3,0.0,32,5555.24,0.0,0,0.0,0.0,7315.39,7315.39,1760.15,0.0,0.0,0.0,0.0,0,0.0,0.0
0,1,0,0,0,0,0,0,0,0,0.0,1,16,17,0.0,0.0,168.0,1.0,15588,0.0,17,0.0,18,5841.95,0.0,0,0.0,0.0,20325.08,20553.46,14483.13,0.0,216833.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,1,0,0,0.0,2,19,23,1.149045788,515.1442857,158.8877778,0.878780745,3351,0.0,4,0.0,0,48023.52,0.0,1,0.0,0.0,52934.61,70981.05,4911.09,1.058173529,117490.0,2.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,12,12,0.0,0.0,81.72375,0.908460973,8212,0.0,1,0.0,7,888.68,0.166666667,0,0.0,90.00330355,15170.36,15170.36,14281.68,0.0,72059.0,1.0,0.0,0,500.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,1,15,15,1.227717093,1007.417692,50.55069444,0.990011014,1134,0.0,0,0.0,8,3622.05,0.0,0,0.0,0.0,13228.57,13228.57,9606.52,0.0,80650.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,1,0,0.0,3,24,24,0.0,0.0,163.7252778,0.970386663,10161,0.0,1,0.0,0,7245.73,0.0,2,3324.39,0.0,25279.15,25279.15,18033.42,2.172804418,58552.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.02020202,4,99,104,0.87920352,1087.89,16.94,0.785899054,4047,0.0,10,0.128515264,0,38445.13,0.03030303,13,13300.02,254.5784857,132825.63,156130.09,94380.5,1.917314623,350406.0,2.0,0.0,0,16400.0,0.0
0,0,0,0,0,0,0,0,0,0,0.125,2,16,18,0.0,0.0,202.6047222,0.86801957,13138,0.0,9,0.0,8,31779.93,0.0,0,0.0,0.0,160018.99,294139.29,128239.06,0.215212869,1287467.0,3.70553069,49660.76927,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.012820513,5,78,80,1.369970326,659.3485,56.4075,0.785672721,1448,0.0,7,0.0,1,60477.05,0.0,2,49.11,501.8739611,141123.84,141175.31,80646.79,1.832119978,120121.0,1.0,0.0,0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,2,11,11,0.0,0.0,185.2497222,0.819048061,18728,0.0,8,0.0,5,82742.45,0.0,1,0.0,0.0,83531.02,83531.02,788.57,1.137986317,664704.0,4.0,0.0,0,0.0,0.0
